	Gene	padj	FC	Tissue
50234	TRAPPC2	0.398055491	0.030534167	Oligodendrocyte
50235	BAAT	0.398055491	0.80811564	Oligodendrocyte
50236	IFITM10	0.398055491	0.873527761	Oligodendrocyte
50237	UGGT2	0.398055491	-0.101108907	Oligodendrocyte
50238	ARID3B	0.398055491	0.332306301	Oligodendrocyte
50239	C16orf89	0.398055491	0.388891604	Oligodendrocyte
50240	USP32	0.398055491	-0.066067621	Oligodendrocyte
50241	ZNF628	0.398055491	0.686983671	Oligodendrocyte
50242	APOL2	0.398055491	-0.044794825	Oligodendrocyte
50243	RFWD3	0.398193415	-0.12188103	Oligodendrocyte
50244	NXN	0.398193415	0.086637754	Oligodendrocyte
50245	TYR	0.398214003	0.360055327	Oligodendrocyte
50246	DCT	0.398233875	0.227325891	Oligodendrocyte
50247	C10orf35	0.398407925	0.335272873	Oligodendrocyte
50248	ZAN	0.398669245	-0.037381066	Oligodendrocyte
50249	STK35	0.398816911	-0.076719063	Oligodendrocyte
50250	ERRFI1	0.399058262	0.067571061	Oligodendrocyte
50251	ARHGAP27	0.399058262	-1.355769866	Oligodendrocyte
50252	ARAP1	0.39920861	-0.135922405	Oligodendrocyte
50253	BNIP1	0.399245356	-0.518980573	Oligodendrocyte
50254	INPP4A	0.39927803	-0.052519173	Oligodendrocyte
50255	KANSL2	0.399687947	0.131695851	Oligodendrocyte
50256	NXT2	0.400742389	-0.996240686	Oligodendrocyte
50257	COL16A1	0.400771969	-0.414816611	Oligodendrocyte
50258	OTUD3	0.400947916	0.132061278	Oligodendrocyte
50259	WDR44	0.401043755	0.009564174	Oligodendrocyte
50260	RNF6	0.401043755	0.153360342	Oligodendrocyte
50261	SLC7A9	0.401043755	-1.070141794	Oligodendrocyte
50262	PEX12	0.401076528	0.449363488	Oligodendrocyte
50263	LIMS2	0.401311382	0.717149937	Oligodendrocyte
50264	CTC-454I21.3	0.401316546	0.511015159	Oligodendrocyte
50265	PRR25	0.401397655	-1.096240284	Oligodendrocyte
50266	URI1	0.401397655	-0.057475048	Oligodendrocyte
50267	NRP1	0.401457398	0.619093988	Oligodendrocyte
50268	FGF17	0.40171968	-0.874163073	Oligodendrocyte
50269	TRPV4	0.40171968	0.748399478	Oligodendrocyte
50270	MAP3K19	0.401850427	0.060251383	Oligodendrocyte
50271	FGGY	0.401899048	0.059735189	Oligodendrocyte
50272	PTH2R	0.401899048	0.121738155	Oligodendrocyte
50273	SLC9A6	0.401899048	-0.056570491	Oligodendrocyte
50274	BOP1	0.401899048	0.359799911	Oligodendrocyte
50275	IGHMBP2	0.401899048	-0.117817227	Oligodendrocyte
50276	PROCA1	0.401899048	0.403319368	Oligodendrocyte
50277	CEACAM1	0.401899048	0.524979539	Oligodendrocyte
50278	NPAS1	0.401899048	0.304606031	Oligodendrocyte
50279	KIAA1524	0.4019723	0.375368025	Oligodendrocyte
50280	IL13RA1	0.401988935	-1.765009402	Oligodendrocyte
50281	AKAP3	0.401988935	0.342636701	Oligodendrocyte
50282	PPL	0.402039583	0.306104178	Oligodendrocyte
50283	RNF175	0.402105048	0.216704993	Oligodendrocyte
50284	NEURL2	0.402110304	0.352145373	Oligodendrocyte
50285	ARHGAP42	0.402314034	-0.762058646	Oligodendrocyte
50286	BCL2L2-PABPN1	0.402314034	-0.025316537	Oligodendrocyte
50287	ZDHHC1	0.402314034	-0.856162664	Oligodendrocyte
50288	IL6ST	0.402369531	-0.054972654	Oligodendrocyte
50289	MLEC	0.402369531	-0.027601843	Oligodendrocyte
50290	OCA2	0.402369531	0.050228477	Oligodendrocyte
50291	C5orf45	0.40267274	-0.200825398	Oligodendrocyte
50292	KIAA1324L	0.40267274	-0.303996288	Oligodendrocyte
50293	RIC3	0.40267274	-0.040244578	Oligodendrocyte
50294	DAPK2	0.40267274	-0.327349161	Oligodendrocyte
50295	CHD7	0.402743533	-0.071894977	Oligodendrocyte
50296	GPR108	0.402743533	-0.515401476	Oligodendrocyte
50297	MAU2	0.402743533	-0.002920165	Oligodendrocyte
50298	DUS4L	0.402779434	-0.677595601	Oligodendrocyte
50299	TGFB3	0.402779434	-0.528222744	Oligodendrocyte
50300	MYLK	0.403444707	-0.015867594	Oligodendrocyte
50301	LRIG3	0.403444707	-0.611290629	Oligodendrocyte
50302	EFCAB10	0.403950423	0.057413426	Oligodendrocyte
50303	SEC24A	0.404382247	0.16623506	Oligodendrocyte
50304	RP11-321N4.5	0.40454979	0.00636562	Oligodendrocyte
50305	ZFR	0.404827147	-0.098150921	Oligodendrocyte
50306	CDC40	0.404827147	-0.249981733	Oligodendrocyte
50307	DNAH12	0.404874664	0.047682157	Oligodendrocyte
50308	SPIN4	0.404874664	-0.798344526	Oligodendrocyte
50309	C10orf128	0.404874664	0.113770342	Oligodendrocyte
50310	MTMR4	0.404874664	-0.081761738	Oligodendrocyte
50311	MAP2K6	0.404874664	0.177144977	Oligodendrocyte
50312	KCTD1	0.404874664	-0.074421409	Oligodendrocyte
50313	DESI1	0.404874664	0.016517022	Oligodendrocyte
50314	PIGA	0.405009071	0.184060335	Oligodendrocyte
50315	S100A13	0.405033958	0.107781022	Oligodendrocyte
50316	SYT9	0.405033958	-0.10261051	Oligodendrocyte
50317	PEAK1	0.405033958	-0.087627246	Oligodendrocyte
50318	TTLL1	0.405033958	-0.15233426	Oligodendrocyte
50319	TRIB3	0.405157948	-0.701011231	Oligodendrocyte
50320	HDAC6	0.405275688	0.098532594	Oligodendrocyte
50321	SIN3B	0.405275688	0.249902518	Oligodendrocyte
50322	ANKFY1	0.405662487	-0.051647949	Oligodendrocyte
50323	MYH14	0.40585499	-0.018636736	Oligodendrocyte
50324	PNN	0.405873638	-0.135455219	Oligodendrocyte
50325	RYR3	0.405873638	0.050575803	Oligodendrocyte
50326	SLC35A5	0.406237445	-0.080778069	Oligodendrocyte
50327	MXD3	0.406237445	-0.525571556	Oligodendrocyte
50328	TRPT1	0.406237445	0.339294998	Oligodendrocyte
50329	AP1AR	0.406412855	0.318358497	Oligodendrocyte
50330	NOC3L	0.406412855	-0.127700558	Oligodendrocyte
50331	ITGAV	0.406717103	-0.014067836	Oligodendrocyte
50332	PITRM1	0.406910453	-0.336309436	Oligodendrocyte
50333	FDXR	0.407265783	0.574148901	Oligodendrocyte
50334	GSG1L	0.407432456	0.306735633	Oligodendrocyte
50335	CTD-2192J16.17	0.407432456	0.32543623	Oligodendrocyte
50336	ABCA10	0.407540286	-0.158399678	Oligodendrocyte
50337	EPHX2	0.407724845	0.058020854	Oligodendrocyte
50338	ARNTL	0.407724845	0.389962205	Oligodendrocyte
50339	KIAA1217	0.407724845	-0.219062033	Oligodendrocyte
50340	TTC13	0.4081531	0.103181167	Oligodendrocyte
50341	ADGRV1	0.4081531	-0.558123537	Oligodendrocyte
50342	PARVA	0.408459707	0.070681595	Oligodendrocyte
50343	DUSP3	0.408459707	0.004020388	Oligodendrocyte
50344	STEAP2	0.408795563	0.22036025	Oligodendrocyte
50345	UBE2M	0.408865555	0.014579108	Oligodendrocyte
50346	DNAH14	0.409009179	0.091365132	Oligodendrocyte
50347	ATP6V1E2	0.40903895	-0.069449962	Oligodendrocyte
50348	ACTR1B	0.40903895	-0.647481986	Oligodendrocyte
50349	HMGB2	0.40903895	-0.000433504	Oligodendrocyte
50350	DNPH1	0.40903895	0.308195574	Oligodendrocyte
50351	RAD54B	0.40903895	0.598502918	Oligodendrocyte
50352	KCNK10	0.40903895	-0.565033654	Oligodendrocyte
50353	KCNJ14	0.40903895	0.119463576	Oligodendrocyte
50354	C16orf58	0.409117877	-0.290969097	Oligodendrocyte
50355	TGFB2	0.409137079	0.698086898	Oligodendrocyte
50356	OBSL1	0.409137079	0.312340225	Oligodendrocyte
50357	OXNAD1	0.409137079	-0.059452759	Oligodendrocyte
50358	NSUN3	0.409137079	-0.164712461	Oligodendrocyte
50359	ANKRD55	0.409137079	0.629955466	Oligodendrocyte
50360	CCDC40	0.409137079	0.151869356	Oligodendrocyte
50361	LOXHD1	0.409137079	0.41957711	Oligodendrocyte
50362	SLC35G2	0.409358305	0.109566603	Oligodendrocyte
50363	RAB12	0.409391392	0.018373989	Oligodendrocyte
50364	C16orf46	0.409459985	0.073908835	Oligodendrocyte
50365	COQ10A	0.409918122	0.804734306	Oligodendrocyte
50366	NMUR2	0.410207085	0.273406477	Oligodendrocyte
50367	NIPAL4	0.410207085	0.063541042	Oligodendrocyte
50368	FUCA2	0.410207085	0.27687392	Oligodendrocyte
50369	L1CAM	0.410207085	0.071704073	Oligodendrocyte
50370	MYO19	0.410207085	0.140842197	Oligodendrocyte
50371	FXN	0.410276332	0.234458433	Oligodendrocyte
50372	IQCJ-SCHIP1	0.410303942	-0.097109017	Oligodendrocyte
50373	PRLR	0.410303942	0.135582367	Oligodendrocyte
50374	CELSR2	0.410445109	-0.103698768	Oligodendrocyte
50375	NOX1	0.410445109	0.185198532	Oligodendrocyte
50376	ZNF266	0.410445109	-0.149049489	Oligodendrocyte
50377	EPC2	0.410465019	-0.144421447	Oligodendrocyte
50378	STK33	0.410465019	0.256916748	Oligodendrocyte
50379	NAIF1	0.410584607	0.430419112	Oligodendrocyte
50380	SCUBE2	0.410584607	0.170842748	Oligodendrocyte
50381	WDR91	0.410621395	-0.783755671	Oligodendrocyte
50382	WIPF3	0.410622401	0.395157452	Oligodendrocyte
50383	POGK	0.410787911	-0.053578572	Oligodendrocyte
50384	C11orf71	0.410787911	0.022168101	Oligodendrocyte
50385	PPIL2	0.410787911	0.022666538	Oligodendrocyte
50386	FGFBP3	0.410902754	0.166925149	Oligodendrocyte
50387	TTC31	0.410990395	0.097904654	Oligodendrocyte
50388	CUL4A	0.410990395	-0.094918587	Oligodendrocyte
50389	NEFH	0.410990395	0.422716379	Oligodendrocyte
50390	PABPC3	0.411285666	0.218545321	Oligodendrocyte
50391	GS1-114I9.3	0.411635514	-0.147848903	Oligodendrocyte
50392	SNRPN	0.41170854	0.170215765	Oligodendrocyte
50393	CANT1	0.412264107	0.073898712	Oligodendrocyte
50394	MAPK8IP1	0.412446641	-0.037829478	Oligodendrocyte
50395	TMED3	0.412504926	0.129958475	Oligodendrocyte
50396	GAL3ST1	0.412507058	-0.024020244	Oligodendrocyte
50397	PDP1	0.412849175	-0.038607216	Oligodendrocyte
50398	IRS1	0.412881316	0.43837629	Oligodendrocyte
50399	RCBTB1	0.412979769	-0.218132234	Oligodendrocyte
50400	WDR26	0.413048015	-0.103638364	Oligodendrocyte
50401	NOS1	0.413084911	-0.499821013	Oligodendrocyte
50402	GSK3A	0.413091701	-0.027180792	Oligodendrocyte
50403	ZBTB7C	0.413498524	0.270087895	Oligodendrocyte
50404	STARD13	0.413518953	-0.098159503	Oligodendrocyte
50405	KCTD17	0.413640056	-0.759543824	Oligodendrocyte
50406	SLC5A6	0.413791888	0.007363024	Oligodendrocyte
50407	GNA12	0.413791888	0.170797019	Oligodendrocyte
50408	KHDRBS1	0.414163629	-0.031298381	Oligodendrocyte
50409	PRR3	0.414683296	-0.010490022	Oligodendrocyte
50410	RXRA	0.414683296	0.040329773	Oligodendrocyte
50411	DDX20	0.414905116	0.269065277	Oligodendrocyte
50412	FAM198B	0.414930873	0.039225614	Oligodendrocyte
50413	TPD52L2	0.414930873	0.119374437	Oligodendrocyte
50414	ZNF81	0.414983424	-0.219158866	Oligodendrocyte
50415	DDX46	0.414990596	-0.116544588	Oligodendrocyte
50416	RORA	0.414990596	-0.162321324	Oligodendrocyte
50417	SAMD1	0.415156438	0.168606754	Oligodendrocyte
50418	SLC25A17	0.415295359	-0.050963849	Oligodendrocyte
50419	MAP2K7	0.415504081	-0.087949012	Oligodendrocyte
50420	ARHGEF6	0.415547037	0.083438509	Oligodendrocyte
50421	ZNF730	0.415936634	0.109306543	Oligodendrocyte
50422	THOC5	0.416319964	0.080161445	Oligodendrocyte
50423	ITGB5	0.416717134	-0.354926591	Oligodendrocyte
50424	SETD6	0.416942964	0.375307835	Oligodendrocyte
50425	MRPS30	0.417048532	0.079528743	Oligodendrocyte
50426	ESCO1	0.417358578	0.044970596	Oligodendrocyte
50427	CAB39L	0.417388563	-0.022596123	Oligodendrocyte
50428	RP11-514P8.7	0.417683061	2.042422787	Oligodendrocyte
50429	INCA1	0.417708917	1.547612456	Oligodendrocyte
50430	MYO3B	0.417870498	-0.04718969	Oligodendrocyte
50431	ZNF718	0.417870498	-0.095450679	Oligodendrocyte
50432	ARHGDIA	0.417870498	-0.016781425	Oligodendrocyte
50433	UBXN6	0.417870498	-0.026448145	Oligodendrocyte
50434	RBMS3	0.417954504	0.058792038	Oligodendrocyte
50435	DFFA	0.418338034	-0.033558703	Oligodendrocyte
50436	IL22RA1	0.418338034	-1.264529939	Oligodendrocyte
50437	SV2A	0.418338034	-0.18818113	Oligodendrocyte
50438	ADAM15	0.418338034	0.154896452	Oligodendrocyte
50439	ANKRD45	0.418338034	-1.572028153	Oligodendrocyte
50440	TRPM8	0.418338034	0.742320501	Oligodendrocyte
50441	IL17RE	0.418338034	0.108973393	Oligodendrocyte
50442	RTP4	0.418338034	0.580302657	Oligodendrocyte
50443	NPFFR2	0.418338034	0.43491121	Oligodendrocyte
50444	CXCL14	0.418338034	1.12530182	Oligodendrocyte
50445	CEP162	0.418338034	-0.028337767	Oligodendrocyte
50446	GABRR2	0.418338034	0.641157012	Oligodendrocyte
50447	NUDT11	0.418338034	0.58636842	Oligodendrocyte
50448	SULF1	0.418338034	0.417202536	Oligodendrocyte
50449	ZNF488	0.418338034	-0.686809693	Oligodendrocyte
50450	ZNF518A	0.418338034	-0.033218822	Oligodendrocyte
50451	METTL7A	0.418338034	-0.054212219	Oligodendrocyte
50452	IRAK3	0.418338034	0.602854143	Oligodendrocyte
50453	MMAB	0.418338034	-0.207143511	Oligodendrocyte
50454	PIWIL1	0.418338034	0.788366645	Oligodendrocyte
50455	CD276	0.418338034	0.605203826	Oligodendrocyte
50456	CIB1	0.418338034	0.179428635	Oligodendrocyte
50457	RGMA	0.418338034	0.129603342	Oligodendrocyte
50458	AC138969.4	0.418338034	1.181994338	Oligodendrocyte
50459	RDM1	0.418338034	0.689030835	Oligodendrocyte
50460	CTD-2510F5.6	0.418338034	-1.17435133	Oligodendrocyte
50461	LBP	0.418338034	0.521986906	Oligodendrocyte
50462	KCNG1	0.418338034	0.630764406	Oligodendrocyte
50463	ZNF541	0.418338034	-1.581661679	Oligodendrocyte
50464	CASP4	0.418348713	-1.134101148	Oligodendrocyte
50465	JAG2	0.418369642	-0.851456139	Oligodendrocyte
50466	POF1B	0.418451295	0.166420063	Oligodendrocyte
50467	ANXA13	0.418451295	0.198537264	Oligodendrocyte
50468	MBD3	0.418451295	-0.110068226	Oligodendrocyte
50469	CCDC155	0.418451295	0.152001536	Oligodendrocyte
50470	GALNT11	0.418728551	0.014840137	Oligodendrocyte
50471	CELA3B	0.418912361	-0.652051993	Oligodendrocyte
50472	PAK4	0.418912361	-0.259466775	Oligodendrocyte
50473	NMNAT3	0.419160617	-0.031421378	Oligodendrocyte
50474	INTS4	0.419160617	-0.124231372	Oligodendrocyte
50475	ZNF33B	0.419160617	-0.110077079	Oligodendrocyte
50476	ITGB3BP	0.419216385	0.061234173	Oligodendrocyte
50477	XRRA1	0.419216385	-0.121682192	Oligodendrocyte
50478	ZER1	0.419225473	-0.145969349	Oligodendrocyte
50479	EPRS	0.419575838	-0.03133177	Oligodendrocyte
50480	HIAT1	0.419677022	-0.07255606	Oligodendrocyte
50481	DACT3	0.419843974	0.020053555	Oligodendrocyte
50482	C1orf123	0.419998765	-0.12683884	Oligodendrocyte
50483	KIAA1161	0.420286137	-0.843640923	Oligodendrocyte
50484	KDM2B	0.420337596	-0.154058202	Oligodendrocyte
50485	SLC10A1	0.420591768	0.512797566	Oligodendrocyte
50486	SHISA4	0.420628987	-0.150958118	Oligodendrocyte
50487	EIF2S1	0.420628987	0.023763313	Oligodendrocyte
50488	ELAC2	0.420912883	0.110876209	Oligodendrocyte
50489	GNG4	0.421029264	0.299557531	Oligodendrocyte
50490	FANCL	0.42110719	-0.021806549	Oligodendrocyte
50491	GHR	0.421159582	0.028601952	Oligodendrocyte
50492	ASCC1	0.421159582	-0.108255999	Oligodendrocyte
50493	MBTPS1	0.421159582	-0.087206951	Oligodendrocyte
50494	ZSCAN5A	0.421159582	-0.423127126	Oligodendrocyte
50495	MGAT1	0.421169976	-0.512785658	Oligodendrocyte
50496	CDYL	0.421240637	-0.079174072	Oligodendrocyte
50497	STIM2	0.422043588	0.031803599	Oligodendrocyte
50498	PPP1R14C	0.422160651	-0.136889599	Oligodendrocyte
50499	SMARCA5	0.422285519	-0.110803819	Oligodendrocyte
50500	SAMD13	0.422481985	-0.291582903	Oligodendrocyte
50501	POLR2D	0.422481985	-0.070967428	Oligodendrocyte
50502	ABCA13	0.422481985	1.001380231	Oligodendrocyte
50503	GTF2I	0.422481985	-0.053912596	Oligodendrocyte
50504	PCGF6	0.422503495	0.125228129	Oligodendrocyte
50505	JARID2	0.42269787	-0.131179766	Oligodendrocyte
50506	AKR1D1	0.422848325	0.57213236	Oligodendrocyte
50507	FAM65C	0.422848325	0.214490831	Oligodendrocyte
50508	CEPT1	0.422876436	0.039432808	Oligodendrocyte
50509	AC092718.1	0.422932443	0.520305134	Oligodendrocyte
50510	TMOD2	0.423421494	-0.173632579	Oligodendrocyte
50511	HSPG2	0.423438707	0.318091506	Oligodendrocyte
50512	CHCHD5	0.423438707	0.186830807	Oligodendrocyte
50513	PLEKHF2	0.423438707	0.057168968	Oligodendrocyte
50514	C12orf45	0.423438707	-0.027868224	Oligodendrocyte
50515	EMP2	0.423722009	0.170675592	Oligodendrocyte
50516	PCED1A	0.423994502	-0.662810063	Oligodendrocyte
50517	CTD-2135J3.4	0.424363939	-0.077561051	Oligodendrocyte
50518	UCK1	0.424495337	-0.216001641	Oligodendrocyte
50519	MYO1H	0.424495337	-0.238432866	Oligodendrocyte
50520	FAM220A	0.424525649	-0.0340029	Oligodendrocyte
50521	TMEM209	0.425298975	-0.024540262	Oligodendrocyte
50522	ZNHIT6	0.42535131	-0.056938675	Oligodendrocyte
50523	ZNF124	0.425566526	0.138146869	Oligodendrocyte
50524	ZCRB1	0.425989804	0.121612972	Oligodendrocyte
50525	ATG2A	0.426053758	-0.006099634	Oligodendrocyte
50526	SFXN1	0.426123676	-0.037647226	Oligodendrocyte
50527	ZFAT	0.426292421	-0.028548229	Oligodendrocyte
50528	TMTC1	0.426348912	0.048975403	Oligodendrocyte
50529	CAPS2	0.426348912	-0.081295228	Oligodendrocyte
50530	PKP4	0.426373359	-0.183728828	Oligodendrocyte
50531	SNTG1	0.426392428	-0.108788037	Oligodendrocyte
50532	IRF2BP1	0.426392428	0.33329278	Oligodendrocyte
50533	CCDC152	0.426444467	-0.007474846	Oligodendrocyte
50534	ZSCAN32	0.426537139	0.087789319	Oligodendrocyte
50535	STAU2	0.426547179	-0.06363251	Oligodendrocyte
50536	CNTROB	0.426547179	-0.640910293	Oligodendrocyte
50537	MYO10	0.426653207	-0.392600939	Oligodendrocyte
50538	HSD17B7	0.426848315	-0.037110041	Oligodendrocyte
50539	PTCD1	0.426961267	-0.938437926	Oligodendrocyte
50540	METTL25	0.426961267	0.024333222	Oligodendrocyte
50541	DHRS1	0.426961267	0.194886843	Oligodendrocyte
50542	CDC42EP1	0.427494306	-0.026391543	Oligodendrocyte
50543	FAM234A	0.427503887	0.142412367	Oligodendrocyte
50544	ATAD3A	0.427730495	0.101043089	Oligodendrocyte
50545	OPRD1	0.427811932	0.602486765	Oligodendrocyte
50546	LSM11	0.428039775	0.489903934	Oligodendrocyte
50547	PXDC1	0.428039775	0.379793136	Oligodendrocyte
50548	ORMDL3	0.42806649	0.223026456	Oligodendrocyte
50549	MCAM	0.428125074	-0.069576652	Oligodendrocyte
50550	NSMCE1	0.428136895	0.213610302	Oligodendrocyte
50551	TEX2	0.428136895	-0.098452757	Oligodendrocyte
50552	TMUB1	0.428867854	-0.320577999	Oligodendrocyte
50553	EEF1D	0.428867854	-0.05404922	Oligodendrocyte
50554	AFAP1	0.428887687	0.09010629	Oligodendrocyte
50555	PLCG2	0.428917619	-0.51256373	Oligodendrocyte
50556	SULT2B1	0.428917619	0.498409018	Oligodendrocyte
50557	FAM174B	0.429355069	-0.033846647	Oligodendrocyte
50558	DHFR	0.429801607	-0.094466279	Oligodendrocyte
50559	CDO1	0.42993405	1.20437407	Oligodendrocyte
50560	AGO1	0.43003897	0.011353134	Oligodendrocyte
50561	GATAD1	0.430232209	-0.006995447	Oligodendrocyte
50562	EXT2	0.430459592	-0.14891004	Oligodendrocyte
50563	ADAMTS10	0.430459592	0.103710552	Oligodendrocyte
50564	ZNF783	0.430535851	-0.438052532	Oligodendrocyte
50565	SPINT2	0.430544309	-0.124986847	Oligodendrocyte
50566	BCOR	0.430676673	-0.317296159	Oligodendrocyte
50567	CNEP1R1	0.430769556	0.038608378	Oligodendrocyte
50568	MAFG	0.430769556	-0.004586691	Oligodendrocyte
50569	KCTD16	0.431204236	0.073919761	Oligodendrocyte
50570	ZNF804B	0.431277622	0.117191698	Oligodendrocyte
50571	TMEM17	0.431587396	0.630619857	Oligodendrocyte
50572	NAP1L4	0.431609128	-0.089716162	Oligodendrocyte
50573	STT3A	0.4316592	0.054538975	Oligodendrocyte
50574	RPS6KA6	0.431696278	0.78448546	Oligodendrocyte
50575	ERAL1	0.431696278	-0.078854391	Oligodendrocyte
50576	CA10	0.431696278	0.075973335	Oligodendrocyte
50577	PKD2L2	0.431859764	-0.1264049	Oligodendrocyte
50578	GPR173	0.431859764	0.025685958	Oligodendrocyte
50579	RNF185	0.431859764	-0.042203512	Oligodendrocyte
50580	SNTG2	0.431937579	-0.024514778	Oligodendrocyte
50581	FHL2	0.432006865	0.321146569	Oligodendrocyte
50582	ENPEP	0.432006865	0.58973557	Oligodendrocyte
50583	DCLRE1A	0.432006865	0.5679044	Oligodendrocyte
50584	MAN1A2	0.432074902	-0.078310028	Oligodendrocyte
50585	TESC	0.432217257	0.625991035	Oligodendrocyte
50586	PTBP3	0.432248016	0.030983277	Oligodendrocyte
50587	CAMK1D	0.432248016	-0.023066412	Oligodendrocyte
50588	IKBKG	0.432418848	0.122149026	Oligodendrocyte
50589	COPS5	0.432418848	0.398618666	Oligodendrocyte
50590	FOCAD	0.432418848	0.180907802	Oligodendrocyte
50591	AQP4	0.432418848	0.351070809	Oligodendrocyte
50592	EMID1	0.432418848	-1.442616376	Oligodendrocyte
50593	RNF220	0.432436942	0.004706897	Oligodendrocyte
50594	CTD-2192J16.20	0.43278484	-0.864583739	Oligodendrocyte
50595	ZNF383	0.432785104	0.063890086	Oligodendrocyte
50596	RGS2	0.43281405	0.310429671	Oligodendrocyte
50597	ABHD1	0.43281405	0.210474385	Oligodendrocyte
50598	AMER3	0.43281405	-0.946582922	Oligodendrocyte
50599	KCNC1	0.43281405	0.595782502	Oligodendrocyte
50600	ARNTL2	0.43281405	-1.358699833	Oligodendrocyte
50601	ZNF132	0.43281405	-1.157293664	Oligodendrocyte
50602	ZNF227	0.432864754	0.243213971	Oligodendrocyte
50603	PDZD4	0.432951334	-0.871099046	Oligodendrocyte
50604	KIAA1191	0.433001248	0.175777291	Oligodendrocyte
50605	NRP2	0.433069079	-0.601426746	Oligodendrocyte
50606	MOG	0.433069079	-0.104472405	Oligodendrocyte
50607	RBPMS	0.433069079	0.080819423	Oligodendrocyte
50608	GLIPR1L1	0.433069079	0.132418778	Oligodendrocyte
50609	FAM58A	0.43308649	-0.53840407	Oligodendrocyte
50610	NDUFAF7	0.433154478	-0.167397303	Oligodendrocyte
50611	TBC1D9B	0.433154478	0.033781945	Oligodendrocyte
50612	TMEM198	0.433251308	-0.351537184	Oligodendrocyte
50613	MYCN	0.433356288	0.289632267	Oligodendrocyte
50614	DNAI2	0.433372369	-0.352616977	Oligodendrocyte
50615	ZNF76	0.433561373	-0.55999904	Oligodendrocyte
50616	ATP6V0A4	0.433561373	-0.048748308	Oligodendrocyte
50617	SMAD1	0.43393097	0.160418305	Oligodendrocyte
50618	C5orf28	0.43393097	0.045832825	Oligodendrocyte
50619	TDP2	0.434092044	0.020005763	Oligodendrocyte
50620	GPKOW	0.434092044	0.131796787	Oligodendrocyte
50621	FKBP7	0.434163396	0.236996442	Oligodendrocyte
50622	MBLAC2	0.434215137	0.243709171	Oligodendrocyte
50623	PCYT1B	0.434242623	-0.048624161	Oligodendrocyte
50624	USHBP1	0.434327811	0.322093249	Oligodendrocyte
50625	RRP12	0.434414175	0.185080424	Oligodendrocyte
50626	SWSAP1	0.434414175	-1.042398678	Oligodendrocyte
50627	LAMB1	0.43473314	0.007181306	Oligodendrocyte
50628	RP11-548K23.11	0.435037009	0.151449132	Oligodendrocyte
50629	DBT	0.435237704	-0.156354089	Oligodendrocyte
50630	COX20	0.435237704	-0.169479083	Oligodendrocyte
50631	DHX37	0.435237704	-0.23166889	Oligodendrocyte
50632	SGSM2	0.435237704	-0.362059482	Oligodendrocyte
50633	GRASP	0.436178056	-0.300119294	Oligodendrocyte
50634	SDC3	0.436455075	-0.057833352	Oligodendrocyte
50635	ZNF136	0.436475434	-0.52150496	Oligodendrocyte
50636	PBX1	0.436486211	-0.060571203	Oligodendrocyte
50637	PDIA6	0.436722994	-0.072040989	Oligodendrocyte
50638	SLC37A3	0.436722994	0.003197309	Oligodendrocyte
50639	RP11-302B13.5	0.436954256	0.333124114	Oligodendrocyte
50640	TUBG1	0.43716045	0.04231306	Oligodendrocyte
50641	HOMER1	0.437466844	0.105302208	Oligodendrocyte
50642	PDZD7	0.437888753	0.113626313	Oligodendrocyte
50643	SLC6A15	0.438175788	-0.049417404	Oligodendrocyte
50644	AGO2	0.43832706	-0.084860761	Oligodendrocyte
50645	NFXL1	0.438889524	0.070826876	Oligodendrocyte
50646	EBP	0.43895385	0.247962095	Oligodendrocyte
50647	NAT10	0.439315389	0.122189083	Oligodendrocyte
50648	RBM34	0.439376587	1.350564025	Oligodendrocyte
50649	SGMS1	0.439453989	-0.205375054	Oligodendrocyte
50650	LAMB3	0.439536507	1.587538962	Oligodendrocyte
50651	BATF3	0.439569932	1.414704216	Oligodendrocyte
50652	TMEM51	0.439874599	0.849204002	Oligodendrocyte
50653	AKR7A3	0.439874599	0.455380191	Oligodendrocyte
50654	PTGFR	0.439874599	0.939579465	Oligodendrocyte
50655	CTTNBP2NL	0.439874599	0.113460949	Oligodendrocyte
50656	SULT1B1	0.439874599	0.796029386	Oligodendrocyte
50657	SLC10A6	0.439874599	0.190387741	Oligodendrocyte
50658	RP5-972B16.2	0.439874599	-0.123723689	Oligodendrocyte
50659	RP2	0.439874599	0.325049032	Oligodendrocyte
50660	ZNF703	0.439874599	0.341359805	Oligodendrocyte
50661	PITPNM1	0.439874599	0.282507792	Oligodendrocyte
50662	KCTD21	0.439874599	0.424796251	Oligodendrocyte
50663	BARX2	0.439874599	0.264106247	Oligodendrocyte
50664	KIF1BP	0.439874599	-0.020748856	Oligodendrocyte
50665	FAM155A	0.439874599	-0.061278336	Oligodendrocyte
50666	TTC9	0.439874599	0.095202517	Oligodendrocyte
50667	CGNL1	0.439874599	0.534272574	Oligodendrocyte
50668	SLC38A7	0.439874599	-0.081286299	Oligodendrocyte
50669	EFNB3	0.439874599	0.373325731	Oligodendrocyte
50670	NEDD4L	0.439874599	-0.50408386	Oligodendrocyte
50671	PLPPR3	0.439874599	0.870399697	Oligodendrocyte
50672	ZNF726	0.439874599	0.584100056	Oligodendrocyte
50673	PRX	0.439874599	0.254945691	Oligodendrocyte
50674	NCAM2	0.439874599	0.008431199	Oligodendrocyte
50675	NUDT18	0.440001198	0.272096796	Oligodendrocyte
50676	RAPGEF3	0.440065461	-0.424160924	Oligodendrocyte
